Total Daily Sunspots,Northern Total Daily Sunspots,Southern Total Daily Sunspots,Earthquake,Magnitude,Longitude,Latitude,OutagesCount,MEI,CO2,CH4,N2O,CFC-11,CFC-12,TSI,Aerosols,Temp,Year,Month
1.901937407,2.185796979,1.339828844,-1.020861743,0.8334873616,-118.22,37.8478,-0.4722194264,-0.4402233201,-0.2073699666,-0.7781967111,0.1488854064,0.180407774,0.7416625309,2.377272609,-0.4116828274,0.05073521664,2000,8
1.388879451,1.625823652,0.9493992217,-0.8947057625,-0.1409328844,-100.753,-36.136,0,-0.5520127363,-0.3446428962,-0.1719750069,0.1626295119,0.1731136178,0.752211421,1.218083777,-0.4116828274,-0.1310634155,2000,9
1.224790817,0.8179071631,1.439491142,-1.03755315,0.1384533097,136.589,-3.966,0,-0.6920106966,-0.3361298463,1.015337383,0.1850958381,0.1779763886,0.7854273477,2.379350939,-0.4116828274,-0.7328795771,2000,10
1.423720188,1.828590729,0.8148037467,-0.8842251119,1.520588314,-122.8065,38.8118333,0,-1.082751273,-0.1935362605,1.102013752,0.2165486948,0.1827233791,0.7941454387,2.201653682,-0.4116828274,-1.071401168,2000,11
1.254574028,1.684657622,0.6463025412,-0.777865916,0.001600296764,-114.98,36.051,-1.029700694,-0.9009628763,-0.0509426748,0.6953015598,0.2382220919,0.1720715955,0.7949300669,2.313363946,-0.4116828274,-0.946022801,2000,12
1.242773133,1.551230582,0.7552118569,-0.7545755811,-0.4205063485,-118.45,34.281,-0.9182044402,-0.8570829186,0.03950848033,0.614779726,0.2511732682,0.1548203373,0.8040840624,1.876654752,-0.4116828274,-0.005685048503,2001,1
0.6695868074,0.7569719793,0.483966014,-0.6579206914,-0.5045829721,-122.816,38.8063333,0,-1.043050359,0.1427292103,0.8271111859,0.2522305071,0.1283066586,0.8145457716,2.04473973,-0.4116828274,-0.2564417825,2001,2
1.646813297,1.613216373,1.433326464,-1.006111198,0.7899730382,-149.6235,61.4261,-0.4722194264,-0.9281266597,0.2533988589,1.227668843,0.2244779864,0.08593108473,0.7892633077,0.9180248122,-0.4116828274,0.9095770306,2001,3
1.484410505,1.429360214,1.316197577,-0.9284767481,1.402936629,-68.802,-31.017,0,-0.4464918855,0.3427858828,1.042007035,0.2152271462,0.04633423703,0.7670321757,1.057792538,-0.4116828274,0.6024000314,2001,4
1.233781975,1.903183799,0.3945781794,-1.010381092,0.7615337629,-117.1213333,33.527,-0.8067081867,-0.1006760281,0.3906717885,0.3106431181,0.1935537491,0.01727339267,0.7613654165,1.198339637,-0.4116828274,0.433139236,2001,5
2.179539411,3.156557494,0.898026903,-1.096167159,1.577489798,-117.2,34.0283333,-0.8067081867,-0.3733586226,0.3225673893,-0.1899257341,0.2043904477,-0.006229999386,0.7735707439,1.170282176,-0.4116828274,0.5397108479,2001,6
0.9005471797,0.906158119,0.7603490888,0.1168711153,-0.09866603577,-148.2901,61.2091,0,-0.02963228705,0.1512422602,-0.3986670485,0.2234207475,-0.0298491717,0.7691245175,1.718701634,-0.4116828274,0.7653919085,2001,7
1.572074296,1.415702328,1.489836015,-0.8294928249,0.6455920652,-111.2143333,39.4536667,-1.029700694,0.08947045537,-0.05519919975,-0.6366424045,0.2429796669,-0.05439458606,0.772524573,1.009990936,-0.4116828274,1.053762153,2001,8
2.773517789,2.338134939,2.784418447,-1.155557513,1.020612131,-164.1094,54.1867,0,-0.4255966675,-0.2116264916,0.1449835491,0.2670318514,-0.06469902888,0.7854273477,0.6293966651,-0.4116828274,0.4707527461,2001,9
2.1390792,2.23517549,1.725121235,-1.145853207,1.289011228,-120.154,48.1573333,0,-0.5823108023,-0.1839590794,0.7112007754,0.3161934594,-0.0596046976,0.8310229636,1.962126093,-0.4116828274,0.3014919506,2001,10
1.735039035,1.846451042,1.36654245,-1.072876824,1.028593054,-177.494,-15.002,0,-0.4820137561,-0.04881441232,0.819418017,0.3740772882,-0.05045805734,0.8679876694,1.198339637,-0.4116828274,1.009879724,2001,11
2.476247627,2.175290913,2.400153503,-1.091897264,1.07559738,-116.5161667,33.4733333,0,-0.2908225117,0.109741142,0.9748200275,0.4147809851,-0.05068961785,0.884813585,2.162165403,-0.4083102751,-0.0432985586,2001,12
1.974990566,1.453524167,2.189526996,-1.06006714,1.142236594,-155.2953333,19.302,-0.8067081867,-0.3461948393,0.244885809,0.5316935026,0.4369830017,-0.05532082811,0.8919624196,3.266798059,-0.4116828274,1.492586437,2002,1
1.436083031,0.9481823837,1.698407629,-1.02901336,1.15584406,-147.4377,65.1592,-1.029700694,-0.513356583,0.3183108644,0.29782117,0.4480840099,-0.06782509581,0.9191628635,2.908545841,-0.4116828274,1.649309396,2002,2
1.320883818,0.7737816852,1.65833722,-0.7910637724,1.151468367,-117.7668333,36.0301667,-1.029700694,-0.5039537349,0.4023772321,0.4665580065,0.4375116211,-0.09978044658,0.8895213541,2.462224368,-0.4150553797,1.605426967,2002,3
1.90980467,2.274047935,1.267907598,-0.9606950447,0.8668596114,-35.306,53.754,-1.029700694,0.06021715021,0.5162392744,0.2511492791,0.4145166754,-0.1500290779,0.8626696339,1.524117942,-0.4150553797,0.7089716434,2002,4
2.024441935,1.67625277,2.062123645,-0.8846132841,0.2800047991,149.702,45.415,0,0.5188671846,0.5854078048,0.06343595949,0.3944291367,-0.1987725658,0.852905372,1.528274603,-0.4184279319,0.6400135415,2002,5
0.9292064959,0.3692981374,1.337773951,-0.3982334576,-0.7119873919,-125.6235,41.8775,0,0.597224252,0.5694458363,-0.1263288718,0.4057944546,-0.2399903371,0.8726082576,1.632970501,-0.4184279319,0.7841986636,2002,6
1.563083138,0.6592655638,2.213158263,-0.6544271412,-0.4695060964,-4.198,37.032,-0.8067081867,0.3287207011,0.4098261507,-0.5443243785,0.4124021977,-0.2627990476,0.8640645284,0.293226708,-0.4285455888,0.828081092,2002,7
1.8176453,1.018573027,2.32720481,-0.8861659731,0.01225383657,-151.3882,59.9647,-0.6952119333,0.669312754,0.1789096724,-0.5638137395,0.4192742504,-0.2860708792,0.8379974364,0.6405676915,-0.4116828274,0.5459797663,2002,8
1.925539197,1.460878413,2.09191959,-0.5224485769,0.5135606054,-151.9465,60.3516,0,0.5502100116,0.05440631765,0.1716532011,0.4496698682,-0.3011223125,0.8550848947,1.038308189,-0.4083102751,0.5209040929,2002,9
1.392251135,1.714074608,0.8692584045,-0.5142969597,0.4296514765,129.575,-6.83,-1.029700694,0.7006555809,0.0384443491,0.945073108,0.4808584152,-0.3005434112,0.8894341732,1.214186907,-0.4083102751,0.201189257,2002,10
1.239401448,0.7180995344,1.563812154,3.726096675,-0.04845112489,-116.9358333,33.5446667,-0.8067081867,0.8124449971,0.2182825281,1.23587489,0.507553697,-0.2988067074,0.9046908324,1.015186763,-0.4015651706,0.4206013993,2002,11
1.115773025,0.8683362807,1.19084912,1.681593446,-0.9300061846,-3.746,36.981,-0.4722194264,0.8657278029,0.3789663449,0.7983900222,0.5022675026,-0.3373615328,0.8816750722,1.866782682,-0.394820066,-0.02449180355,2002,12
1.083180077,-0.05514693603,2.034382593,0.1960582538,-0.005370427708,-145.5414,63.2261,-1.029700694,0.9430401094,0.5024055684,0.4557875701,0.5004173346,-0.3998828712,0.8581362265,1.415005591,-0.3880749614,1.154064846,2003,1
-0.05082973073,-0.1076772669,0.01236812806,-0.04266767859,0.0467862889,-145.836,63.4113,-1.029700694,0.6745365585,0.5822154111,0.7542825209,0.5165402275,-0.4356589705,0.8510745728,1.265365796,-0.3880749614,0.6086689498,2003,2
0.5128034891,0.5972797734,0.3534803244,0.7612370466,-0.138793155,-70.375,-34.492,0,0.5617023814,0.6737306975,1.018927529,0.5522220398,-0.4497841618,0.8612747393,0.3586941185,-0.394820066,0.5522486846,2003,3
0.4082812768,0.3577414646,0.3966330722,-0.3093420128,0.385450779,-117.165,36.6537,-0.6952119333,0.02782956236,0.8078112333,0.9194292119,0.5923971173,-0.4800028087,0.8507258492,0.4259800682,-0.394820066,0.4895595011,2003,4
0.2711661167,-0.3356589029,0.824050764,-0.3112828741,0.3721674727,147.751,17.729,-0.6952119333,-0.2438082712,0.8886852073,0.5034852169,0.592661427,-0.5180945131,0.8058276806,0.3028389865,-0.3981926183,0.68389597,2003,5
0.7594983879,1.135190362,0.2784767391,-0.1047752382,0.3380615848,-145.8425,63.3779,-0.9182044402,-0.266793011,0.8546330077,0.6947886819,0.5931900464,-0.5361562331,0.7752271812,0.08487407617,-0.3981926183,0.6713581333,2003,6
0.9938304443,1.321147733,0.525063869,-0.3066248071,0.2886226902,-71.81,-30.805,0.1967580943,-0.2009730744,0.6992698472,0.4275792844,0.6053482936,-0.5501656441,0.7792375031,0.4805362436,-0.394820066,0.7967365003,2003,7
0.7684895459,0.2369217036,1.173382531,-0.1334999846,0.05100294803,-178.4207,51.2389,0.08526184087,-0.04216941783,0.4438783503,-0.2058249497,0.6315149559,-0.5766793228,0.8072225752,0.5602921762,-0.3880749614,1.154064846,2003,8
0.08122790302,-0.1581063845,0.3031354521,-0.1598956974,0.1524629598,-152.7011,59.7385,-0.2492269195,0.1667827619,0.3246956518,0.5732366143,0.6560957599,-0.6053928264,0.823786948,0.7855312433,-0.3847024092,1.060031071,2003,9
0.4627901725,0.1381646816,0.7110316628,-0.3089538406,0.1560137446,-116.3127,36.7172,-1.029700694,0.2378265029,0.3140543394,1.489749462,0.6967994568,-0.6132658838,0.8426180246,-1.292539457,-0.3880749614,1.379745907,2003,10
0.1559669043,0.008940067632,0.2764218463,-0.07566231966,0.3278956943,-145.0674,63.2815,-0.2492269195,0.2482741119,0.4779305499,1.568219784,0.7311597205,-0.6009931767,0.8627568148,0.3555766228,-0.3880749614,0.558517603,2003,11
0.01660395459,0.02890159336,0.002093664311,0.7286305778,0.4878824565,-120.0638333,39.2221667,-0.137730666,0.03514288865,0.6152034795,0.8973754612,0.7441108968,-0.6191706769,0.8656337848,0.6005598295,-0.3914475137,1.185409438,2003,12
-0.1856971014,-0.4512256308,0.1017559627,0.2779625981,0.3160744594,-179.97,-24.582,-0.2492269195,0.02782956236,0.7290655218,0.654784204,0.7610267189,-0.64765262,0.8598798447,0.1170881988,-0.3981926183,1.041224316,2004,1
-0.02554209873,-0.2453067338,0.19319869,0.2403098901,0.1601607508,-146.7724,63.4735,-0.5837156798,0.05081430213,0.8216449394,1.070728199,0.7597051703,-0.6775239262,0.8516848392,0.07863908469,-0.4015651706,1.44243509,2004,2
0.06099779743,-0.4564786639,0.557942153,0.7200907884,-0.2698959131,-118.4405,34.2778333,-0.6952119333,-0.4245519066,0.9131602258,1.533856963,0.7623482675,-0.7129526846,0.848982231,0.1778793657,-0.4015651706,1.072568908,2004,3
-0.2430157339,-0.7107254653,0.250735687,0.3128981004,-0.6052246449,-69.708,18.862,-0.8067081867,-0.06828844029,1.091934274,1.46051542,0.7443752065,-0.7508128285,0.8208227971,0.2999812821,-0.4015651706,0.9659972957,2004,4
0.02671900739,-0.7086242521,0.7418550541,0.3152271339,-0.0982123488,-121.3158333,36.8495,0.08526184087,0.1970808279,1.115345161,0.5470798403,0.7367102246,-0.7750109021,0.7925761823,-0.07541716303,-0.4083102751,-0.0432985586,2004,5
-0.1205112056,-0.6193226896,0.3853311621,0.07494851249,-0.2422083979,-117.6021667,34.1823333,-0.3607231729,-0.1163474416,1.001483118,0.1424191595,0.7295738622,-0.8104396605,0.769647603,-0.1060725378,-0.4083102751,0.1259622368,2004,6
0.2189050106,0.3367293323,0.07093257141,0.05476355561,-0.4699214725,150.137,-3.943,-0.02623441258,0.1991703497,0.7939775272,-0.1237644822,0.7446395162,-0.8428581323,0.7610166929,-0.781789739,-0.4049377228,0.3140297873,2004,7
-0.02666599349,-0.1286893993,0.07709724966,-0.07837952539,-0.02127693824,-117.4648333,36.0765,0.3082543478,0.4049882467,0.6386143667,-0.3735360303,0.7723920369,-0.8602251708,0.7492472701,-0.4030140068,-0.3981926183,0.5522486846,2004,8
-0.4194672105,-0.6592457411,-0.122227347,1.504586901,-0.3956854833,-121.186,36.5888333,0.865735615,0.2534979164,0.4215315944,0.05779430235,0.7930081951,-0.8867388495,0.74349333,0.09604510256,-0.3981926183,0.702702725,2004,9
0.05032079725,-0.1118796934,0.201418261,1.134270577,-0.1293383958,-176.759,-28.461,-0.4722194264,0.1939465452,0.4566479252,0.7035076066,0.8358263698,-0.9228622895,0.7887402222,0.1503414867,-0.3981926183,0.8656946021,2004,10
-0.05982088877,-0.1570557779,0.04421896567,0.4821412005,0.7065753743,-116.7556667,33.2246667,-0.6952119333,0.5272252718,0.6152034795,1.203050703,0.8812876417,-0.9362927993,0.8024276251,-0.1377670778,-0.3981926183,1.197947275,2004,11
-0.7375294262,-0.7338388109,-0.6308133025,0.4491465594,1.215787947,-0.927,40.412,-0.6952119333,0.3778244633,0.7769514275,1.00866997,0.9280704622,-0.9396504267,0.7760989903,0.2506209329,-0.3914475137,0.3202987057,2004,12
-0.4042946313,-0.3020394911,-0.4438180623,0.2100324547,1.939976592,-122.7088333,38.783,-0.02623441258,0.02051623607,0.8854928136,0.5870843182,0.936792683,-0.9506495511,0.7516883355,-0.7074894239,-0.3847024092,0.7653919085,2005,1
-0.5565823706,-0.8494055388,-0.1869564686,-0.2270494963,0.6316125149,-122.1886667,46.1981667,-0.5837156798,0.5408071635,1.022765743,0.9773844171,0.9383785413,-0.9714899972,0.7629346729,-0.3216993263,-0.3779573046,0.2137270937,2005,2
-0.5509628968,-0.6634481676,-0.3585400132,0.5333799372,0.9234002972,-92.286,17.452,-1.029700694,0.7696098002,1.169615854,1.323064137,0.9389071607,-0.9955722906,0.7649398338,-0.4237973118,-0.3678396478,1.022417561,2005,3
-0.5886133712,-0.7706100425,-0.3225793901,0.2581658135,1.40826311,-122.7731667,38.7861667,-0.5837156798,0.2900645479,1.282413765,0.7317158923,0.9389071607,-1.031001049,0.7384368372,-0.4643247564,-0.3644670955,1.25436754,2005,4
-0.1626572589,-0.582551458,0.2723120608,0.1440431726,0.6379470237,-121.0751667,35.6758333,-0.8067081867,0.4958824448,1.311145308,0.1942198297,0.9389071607,-1.064461543,0.702867026,-0.5518744283,-0.3678396478,0.9158459489,2005,5
-0.2845998398,-0.6235251161,0.08942660616,0.4844702339,0.1392708207,23.88,38.63,-0.137730666,0.2148417632,1.282413765,0.1552411076,0.9338852761,-1.083565285,0.6720921648,-0.6568301182,-0.3712122001,1.103913499,2005,6
-0.1547899956,0.06252100512,-0.3441557639,0.06796141203,0.172368994,-122.7928333,38.8175,0.1967580943,0.2200655677,1.131307129,-0.289936929,0.9375856121,-1.107300238,0.6707844511,-0.5175819752,-0.3712122001,1.266905376,2005,7
-0.1879448909,-0.0288817706,-0.3153872655,0.1848012586,-0.2571234775,-147.8784,63.4991,0.3082543478,0.04141145404,0.9131602258,-0.5432986226,0.956615912,-1.133813917,0.6720049839,-0.3409238834,-0.3610945432,1.078837826,2005,8
-0.6144629505,-0.7632557962,-0.3770340479,0.1479248951,0.4848394316,-115.6438333,33.1891667,0.3082543478,-0.02754276525,0.6928850597,0.5234874558,1.002870113,-1.142960557,0.6918822313,-0.6752753013,-0.357721991,1.053762153,2005,9
-1.012321694,-0.9597192337,-0.9123336091,-0.001133248079,1.0415212,151.689,-5.556,-0.3607231729,-0.4673871035,0.7269372593,1.494365363,1.05335327,-1.140297611,0.7122825642,-0.4487372777,-0.357721991,1.034955398,2005,10
-0.7779896374,-1.096298094,-0.3503204422,-0.3648506443,0.7142858265,16.143,51.51,-0.6952119333,-0.71917448,0.8663384513,1.338963352,1.113087267,-1.137171544,0.7398317318,-0.7261943984,-0.357721991,0.9283837856,2005,11
-0.2092988912,-0.2652682595,-0.1232547934,-0.5410808448,1.055096725,-177.5903,51.2865,-0.8067081867,-0.9051419199,1.039791843,1.093294828,1.156169751,-1.144002579,0.7435805109,-0.5295323755,-0.3610945432,0.2262649304,2005,12
-0.8774543233,-0.8073812741,-0.8147262035,-0.6532626244,0.9434735891,-97.606,15.994,-0.9182044402,-0.7860391775,1.19196261,0.8953239495,1.192644492,-1.169242675,0.7285853944,-0.4160035724,-0.3678396478,-0.06210531365,2006,1
-1.151684644,-1.067931715,-1.061313333,-0.463058223,0.7971314131,26.715,38.758,0.1967580943,-0.7693230031,1.27815724,0.4532231805,1.224625969,-1.202471609,0.6977233523,-0.4830297308,-0.3712122001,0.6588202966,2006,2
-0.9403924296,-1.015401384,-0.7263658153,0.2628238804,0.7712239376,-116.3898333,33.4913333,-0.9182044402,-0.9114104853,1.331363802,0.4716867857,1.212732031,-1.240563313,0.6697382802,-0.7111265023,-0.3745847523,0.3140297873,2006,3
-0.3941795785,-1.094196881,0.3493705389,0.1743206079,0.7254280914,-122.3415,38.011,-0.02623441258,-1.012752292,1.551638968,1.21125675,1.189737085,-1.259782836,0.6513431082,-0.6570899095,-0.3745847523,0.3014919506,2006,4
-0.5931089502,-0.7832173219,-0.3184696046,0.3699594208,0.4209065269,167.202,60.414,-0.6952119333,-0.3315681867,1.578242249,1.091243316,1.198459306,-1.277149874,0.6264965489,-0.3526144924,-0.3813298569,0.1385000735,2006,5
-0.8285649014,-0.9565674138,-0.5794409837,0.6968004535,0.5660363464,-118.8258333,37.5381667,-0.5837156798,0.2942435915,1.483534569,0.1352388686,1.207445837,-1.303200432,0.586654873,-0.5838287596,-0.3712122001,0.702702725,2006,6
-0.8555383755,-0.8651646381,-0.7181462443,0.252731402,0.8533979658,-122.7871667,38.8135,0.3082543478,0.3621530499,1.301568127,-0.5961250486,1.204802739,-1.345691786,0.5627673037,-0.6170820475,-0.3543494387,0.7904675819,2006,7
-0.8797021128,-1.104702947,-0.528068665,-0.02054186047,0.7470887878,-119.407,34.9501667,-0.137730666,0.4990167275,1.096190799,-0.7648618851,1.220132703,-1.376489334,0.5590185246,-0.9145430992,-0.3442317819,0.953459459,2006,8
-0.8420516385,-1.088943848,-0.4746414535,-0.004626798309,0.28657176,-122.7921667,38.8046667,-0.3607231729,0.5345385981,0.9333787193,-0.078631225,1.241277481,-1.400340067,0.548905539,-0.563305246,-0.3374866773,0.5961311131,2006,9
-0.9825384829,-1.104702947,-0.7160913516,0.1871302921,0.3711682404,7.227,50.508,-0.137730666,0.637969927,0.958917869,0.5870843182,1.271673099,-1.412960115,0.5421054281,-0.6020141515,-0.334114125,0.8907702755,2006,10
-0.6397505825,-1.021705024,-0.1705173266,0.1467603783,1.812108172,-121.5226667,46.8246667,-0.5837156798,1.055874286,1.067459255,0.7353060378,1.323477804,-1.420022711,0.543151599,-0.9218172559,-0.3172513636,0.6901648883,2006,11
-0.8527286387,-0.9733771197,-0.6071820359,-0.7409895524,1.588539357,-122.821,38.8143333,0.3082543478,0.69961082,1.238784384,0.8958368274,1.357838068,-1.434495243,0.5324283471,-0.909347273,-0.3003886023,1.17914052,2006,12
-0.7319099525,-0.8388994727,-0.5177942013,-0.3365140702,1.514582932,-85.325,10.981,-0.6952119333,0.7236403207,1.360095345,1.132786428,1.386912137,-1.44699951,0.5175204115,-0.8870052202,-0.3003886023,1.699460743,2007,1
-0.9516313771,-1.104702947,-0.659581801,-0.763891715,1.011090463,-116.7028333,33.6993333,-0.4722194264,0.2388712638,1.453738894,1.308190677,1.389555234,-1.459503778,0.4972072595,-0.8942793769,-0.3105062591,1.053762153,2007,2
-1.116281959,-1.03221109,-1.031517389,-0.1179730947,0.7224255072,-178.1154,51.1718,-0.9182044402,-0.2166444879,1.533548737,1.309216433,1.38347611,-1.490417107,0.483083952,-0.7906226436,-0.3307415728,0.6588202966,2007,3
-1.149998801,-1.087893241,-1.038709513,0.1382205889,1.643381981,-122.8133333,38.8151667,-0.137730666,-0.3451500784,1.729348884,1.258441519,1.375546819,-1.539392155,0.4634682473,-0.872716698,-0.3307415728,0.8531567654,2007,4
-0.9010561131,-0.8346970462,-0.8311653455,-0.2697484436,0.6677314776,176.1528,51.7146,-0.4722194264,-0.1027655499,1.748503247,0.9271223807,1.356252209,-1.579915245,0.4237137524,-0.9496149262,-0.3442317819,0.2638784405,2007,5
-0.8819499023,-1.104702947,-0.5321784505,-0.02946982217,0.343546979,-110.758,39.7325,-0.5837156798,-0.667981196,1.692104291,0.2172993362,1.326385211,-1.619627873,0.3579793463,-0.7719176692,-0.3476043341,0.326567624,2007,6
-0.9786048512,-1.104702947,-0.7088992269,-0.07294511392,0.5503803502,-67.86,19.394,-0.2492269195,-0.5969374549,1.526099818,-0.2914755628,1.330878476,-1.664087491,0.335050767,-0.8004947134,-0.3476043341,0.4017946442,2007,7
-1.071326169,-1.089994454,-0.892812128,0.1568528568,0.963125814,20.709,40.184,0.4197506012,-0.7536515896,1.26113114,0.09267000107,1.363124262,-1.68608574,0.3360969379,-0.7849072348,-0.3442317819,0.1761135836,2007,8
-1.173600591,-1.079488388,-1.090081832,0.09358078039,0.6088112014,-115.3023333,32.4103333,-0.02623441258,-1.507968958,1.144076704,0.8532679599,1.401977791,-1.696853304,0.3496971599,-0.8906422985,-0.3408592296,0.451945991,2007,9
-1.215184697,-1.104702947,-1.141454151,-0.1928903385,0.7051083364,73.305,38.22,-0.4722194264,-1.48707374,1.169615854,1.272289222,1.464619195,-1.69974781,0.3583280699,-0.8311500882,-0.3442317819,0.201189257,2007,10
-1.193830697,-1.02905927,-1.176387327,-0.2192860514,0.2785036941,-121.775,37.4228333,-1.029700694,-1.523640372,1.305824652,1.344605009,1.519331307,-1.701021393,0.3530100344,-1.015082337,-0.3408592296,-0.4006269045,2007,11
-0.9403924296,-1.104702947,-0.6390328735,-0.1342763291,0.5479484307,-149.2393,61.3652,-0.3607231729,-1.514237524,1.462251944,1.436410158,1.560299313,-1.691411632,0.3297327315,-0.9509138828,-0.3476043341,-0.6513836385,2007,12
-1.16966696,-1.085792028,-1.076725029,-0.1071042717,0.01679705428,-151.1559,63.5157,-0.3607231729,-1.350210063,1.627192286,1.658999176,1.589637692,-1.700442492,0.3143888913,-0.8896031333,-0.3543494387,-1.604259228,2008,1
-1.194954592,-1.104702947,-1.104466081,0.6040272863,0.5291963767,25.948,39.513,1.200224375,-1.758711574,1.658052092,1.32716716,1.594130958,-1.733439865,0.2802139747,-0.8368654971,-0.3610945432,-0.8269133523,2008,2
-0.970737588,-1.104702947,-0.6945149777,0.6719574296,0.1061045642,-110.4015,39.693,-0.6952119333,-2.002140863,1.683591241,0.7830036845,1.580915472,-1.787625025,0.2361876151,-1.003131936,-0.3678396478,0.7340473168,2008,3
-1.180905907,-1.055324436,-1.127069901,4.134842052,-2.236749279,-116.4621667,34.3708333,-0.9182044402,-1.278121561,1.810222858,0.7691559806,1.596509745,-1.827453433,0.207330734,-0.8940195856,-0.3712122001,-0.3253998843,2008,4
-1.161799696,-1.045868976,-1.101383742,2.607384257,-1.256903179,-91.342,14.643,-0.2492269195,-0.6648469133,1.952816444,0.9671268587,1.613954187,-1.847367637,0.1856226874,-0.8864856376,-0.3779573046,-0.2940552926,2008,5
-1.15449438,-1.104702947,-1.030489942,0.5228992865,0.4529400186,-117.8976,36.567,2.092194403,-0.1602273994,1.886840307,0.7296643806,1.621090549,-1.874923338,0.1619966608,-1.002092771,-0.3779573046,-0.0934499054,2008,6
-1.230919224,-1.104702947,-1.170222649,0.1929528758,0.3455850336,-150.6565,61.1659,0.4197506012,-0.2908225117,1.731477147,0.2747416635,1.60126732,-1.90294216,0.153104208,-1.004690684,-0.3712122001,0.4770216644,2008,7
-1.23597675,-1.094196881,-1.18974413,0.6203305207,0.5857099347,24.29,34.92,0.5312468547,-0.5718631933,1.489919356,0.1183138972,1.609989541,-1.93003474,0.1571145298,-1.043659381,-0.3610945432,0.4832905828,2008,8
-1.221928066,-1.077387175,-1.180497113,-0.149803219,-0.05895088244,-117.8676667,36.0603333,1.646209389,-0.965738052,1.377121445,0.8978883391,1.642763946,-1.94358103,0.155022188,-1.02365545,-0.3374866773,0.3014919506,2008,9
-1.169105012,-1.009097745,-1.150701168,0.1017323976,0.28789064,-115.6513333,33.1975,-0.9182044402,-1.108870295,1.366480133,1.877485171,1.713334642,-1.943928371,0.1444732979,-0.9945588231,-0.3273690205,0.6901648883,2008,10
-1.129768696,-0.89563223,-1.18974413,0.05709258909,0.2166036647,-116.2853,36.7258,-0.6952119333,-0.9427533123,1.487791094,1.784654267,1.770689851,-1.927140234,0.1426424988,-0.9150626818,-0.3206239159,0.4017946442,2008,11
-1.223613908,-1.104702947,-1.156865846,0.5912176021,-0.5233148625,-75.568,-11.472,0.865735615,-0.9897675527,1.639961861,1.810811041,1.815358194,-1.929571619,0.1512734089,-0.9511736741,-0.3273690205,0.0005838698463,2008,12